NACA 0012
    1.000000       0.000000    
   0.9906325      0.2563906E-02
   0.9768932      0.4458175E-02
   0.9586422      0.6918451E-02
   0.9361146      0.9884144E-02
   0.9110011      0.1309855E-01
   0.8848083      0.1635216E-01
   0.8582399      0.1955286E-01
   0.8315422      0.2267107E-01
   0.8047945      0.2569859E-01
   0.7780242      0.2863317E-01
   0.7512426      0.3147359E-01
   0.7244567      0.3421835E-01
   0.6976721      0.3686516E-01
   0.6708941      0.3941083E-01
   0.6441280      0.4185118E-01
   0.6173793      0.4418105E-01
   0.5906537      0.4639419E-01
   0.5639573      0.4848326E-01
   0.5372963      0.5043977E-01
   0.5106777      0.5225403E-01
   0.4841089      0.5391507E-01
   0.4575982      0.5541056E-01
   0.4311548      0.5672672E-01
   0.4047892      0.5784824E-01
   0.3785137      0.5875804E-01
   0.3523426      0.5943722E-01
   0.3262932      0.5986473E-01
   0.3003866      0.6001720E-01
   0.2746494      0.5986860E-01
   0.2491160      0.5938989E-01
   0.2238325      0.5854873E-01
   0.1988638      0.5730939E-01
   0.1743060      0.5563350E-01
   0.1503114      0.5348325E-01
   0.1271329      0.5083072E-01
   0.1051879      0.4768029E-01
   0.8509279E-01  0.4410601E-01
   0.6753234E-01  0.4027693E-01
   0.5291954E-01  0.3641306E-01
   0.4116471E-01  0.3268518E-01
   0.3181986E-01  0.2916309E-01
   0.2436107E-01  0.2583971E-01
   0.1834781E-01  0.2267274E-01
   0.1345775E-01  0.1961041E-01
   0.9472033E-02  0.1660251E-01
   0.6252741E-02  0.1360538E-01
   0.3724347E-02  0.1058696E-01
   0.1857236E-02  0.7535913E-02
   0.6445698E-03  0.4473817E-02
   0.6749339E-04  0.1458108E-02
   0.6749339E-04 -0.1458108E-02
   0.6445698E-03 -0.4473817E-02
   0.1857236E-02 -0.7535913E-02
   0.3724347E-02 -0.1058696E-01
   0.6252741E-02 -0.1360538E-01
   0.9472033E-02 -0.1660251E-01
   0.1345775E-01 -0.1961041E-01
   0.1834781E-01 -0.2267274E-01
   0.2436107E-01 -0.2583971E-01
   0.3181986E-01 -0.2916309E-01
   0.4116471E-01 -0.3268518E-01
   0.5291954E-01 -0.3641306E-01
   0.6753234E-01 -0.4027693E-01
   0.8509279E-01 -0.4410601E-01
   0.1051879     -0.4768029E-01
   0.1271329     -0.5083072E-01
   0.1503114     -0.5348325E-01
   0.1743060     -0.5563350E-01
   0.1988638     -0.5730939E-01
   0.2238325     -0.5854873E-01
   0.2491160     -0.5938989E-01
   0.2746494     -0.5986860E-01
   0.3003866     -0.6001720E-01
   0.3262932     -0.5986473E-01
   0.3523426     -0.5943722E-01
   0.3785137     -0.5875804E-01
   0.4047892     -0.5784824E-01
   0.4311548     -0.5672672E-01
   0.4575982     -0.5541056E-01
   0.4841089     -0.5391507E-01
   0.5106777     -0.5225403E-01
   0.5372963     -0.5043977E-01
   0.5639573     -0.4848326E-01
   0.5906537     -0.4639419E-01
   0.6173793     -0.4418105E-01
   0.6441280     -0.4185118E-01
   0.6708941     -0.3941083E-01
   0.6976721     -0.3686516E-01
   0.7244567     -0.3421835E-01
   0.7512426     -0.3147359E-01
   0.7780242     -0.2863317E-01
   0.8047945     -0.2569859E-01
   0.8315422     -0.2267107E-01
   0.8582399     -0.1955286E-01
   0.8848083     -0.1635216E-01
   0.9110011     -0.1309855E-01
   0.9361146     -0.9884144E-02
   0.9586422     -0.6918451E-02
   0.9768932     -0.4458175E-02
   0.9906325     -0.2563906E-02
    1.000000       0.000000    
